#,Name,Level{Item},Rarity,FilterGroup,ItemUICategory,ItemSearchCategory,EquipSlotCategory,ItemSortCategory,StackSize,IsUnique,IsUntradable,Price{Mid},Price{Low},CanBeHq,IsDyeable,ClassJob{Repair},Level{Equip},EquipRestriction,ClassJobCategory,GrandCompany,ItemSeries,MaterializeType,MateriaSlotCount,IsPvP,IsGlamourous
23152,Cloudkin Feather,225,1,16,61,0,0,33,999,False,False,333,6,False,False,0,1,0,0,0,0,0,0,False,False
23158,Raw Medicinal Materials,265,1,12,61,60,0,33,999,False,False,100,3,False,False,0,1,0,0,0,0,0,0,False,False
23159,Raw Harpoon Materials,265,1,12,61,60,0,33,999,False,False,125,3,False,False,0,1,0,0,0,0,0,0,False,False
23160,Raw Cold-weather Gear Materials,270,1,12,61,60,0,33,999,False,False,150,3,False,False,0,1,0,0,0,0,0,0,False,False
23161,Raw Sui-no-Sato Special Materials,270,1,12,61,60,0,33,999,False,False,175,3,False,False,0,1,0,0,0,0,0,0,False,False
23162,Raw Cloud Pearl Materials,273,1,12,61,60,0,33,999,False,False,200,3,False,False,0,1,0,0,0,0,0,0,False,False
23167,Super-Potion,290,1,8,44,43,0,6,999,False,False,3532,56,True,False,0,1,0,0,0,0,0,0,False,False
23168,Super-Ether,290,1,9,44,43,0,6,999,False,False,4416,69,True,False,0,1,0,0,0,0,0,0,False,False
23178,Stormsap,340,1,12,54,53,0,16,999,False,False,2308,4,False,False,0,1,0,0,0,0,0,0,False,False
23179,Hawk's Eye,340,1,12,48,47,0,16,999,False,False,6000,3,False,False,0,1,0,0,0,0,0,0,False,False
23180,Hardened Veteran Tree Sap,340,1,12,54,53,0,16,999,False,False,6000,4,False,False,0,1,0,0,0,0,0,0,False,False
23181,Kingcraft Demimateria,340,1,12,83,57,0,16,999,False,False,2308,40,False,False,0,1,0,0,0,0,0,0,False,False
23182,Duskglow Aethersand,340,1,12,54,53,0,16,999,False,False,2308,2,False,False,0,1,0,0,0,0,0,0,False,False
23183,Hawk's Eye Sand,340,1,12,54,53,0,16,999,False,False,2885,49,True,False,0,1,0,0,0,0,0,0,False,False
23184,Veteran Tree Sap,340,1,12,54,53,0,16,999,False,False,2885,4,True,False,0,1,0,0,0,0,0,0,False,False
23185,Konpeito,320,1,5,46,45,0,7,999,False,False,2268,26,True,False,0,1,0,0,0,0,0,0,False,False
23186,Banh Xeo,340,1,5,46,45,0,7,999,False,False,2268,26,True,False,0,1,0,0,0,0,0,0,False,False
23187,Matcha,320,1,5,46,45,0,7,999,False,False,2268,26,True,False,0,1,0,0,0,0,0,0,False,False
23188,Ema Datshi,340,1,5,46,45,0,7,999,False,False,2268,26,True,False,0,1,0,0,0,0,0,0,False,False
23209,Celestial Kimono Remnant,365,1,12,51,50,0,18,999,False,False,2358,42,False,False,0,1,0,0,0,0,0,0,False,False
23213,Wooden Hakutaku Eye,150,1,12,54,53,0,44,999,False,False,146,90,False,False,0,1,0,0,0,0,0,0,False,False
23214,Burning Hakutaku Eye,150,1,12,54,53,0,44,999,False,False,146,90,False,False,0,1,0,0,0,0,0,0,False,False
23215,Earthen Hakutaku Eye,150,1,12,54,53,0,44,999,False,False,146,90,False,False,0,1,0,0,0,0,0,0,False,False
23216,Golden Hakutaku Eye,150,1,12,54,53,0,44,999,False,False,146,90,False,False,0,1,0,0,0,0,0,0,False,False
23217,Damp Hakutaku Eye,150,1,12,54,53,0,44,999,False,False,146,90,False,False,0,1,0,0,0,0,0,0,False,False
23218,Hakutaku Eye Cluster,150,1,16,54,53,0,44,1,False,False,146,90,False,False,0,1,0,0,0,0,0,0,False,False
23220,Yanxian Soil,340,1,16,48,47,0,16,999,False,False,6000,3,False,False,0,1,0,0,0,0,0,0,False,False
23221,Yanxian Verbena,340,1,16,45,44,0,16,999,False,False,6000,3,False,False,0,1,0,0,0,0,0,0,False,False
23222,Marine Wax Ester,1,1,12,61,60,0,16,999,False,False,3,1,False,False,0,1,0,0,0,0,0,0,False,False
23227,Empyrean Pine Log,1,1,12,50,49,0,16,999,False,False,3,1,False,False,0,1,0,0,0,0,0,0,False,False
23228,Empyrean Clay,1,1,12,48,47,0,16,999,False,False,3,1,False,False,0,1,0,0,0,0,0,0,False,False
23229,Stuffed Happy Bunny,1,1,14,78,70,0,50,1,False,False,239,60,False,False,0,1,0,0,0,0,0,0,False,False
23230,Journeyman Salvager Permit,1,1,14,61,56,0,50,1,False,False,5000,120,False,False,0,1,0,0,0,0,0,0,False,False
23315,Ambient Wind Chime Orchestrion Roll,1,1,32,94,80,0,59,999,False,False,5000,150,False,False,0,1,0,0,0,0,0,0,False,False
23316,Ambient Abyss Orchestrion Roll,1,1,32,94,80,0,59,999,False,False,5000,150,False,False,0,1,0,0,0,0,0,0,False,False
23317,Victory or Death Orchestrion Roll,1,1,32,94,80,0,59,999,False,False,5000,150,False,False,0,1,0,0,0,0,0,0,False,False
23318,Far East of Eorzea Orchestrion Roll,1,1,32,94,80,0,59,999,False,False,5000,150,False,False,0,1,0,0,0,0,0,0,False,False
23319,Parting Ways Orchestrion Roll,1,1,32,94,80,0,59,999,False,False,5000,150,False,False,0,1,0,0,0,0,0,0,False,False
23321,The Ancient City Orchestrion Roll,1,1,32,94,80,0,59,999,False,False,5000,150,False,False,0,1,0,0,0,0,0,0,False,False
23322,Gates of the Moon Orchestrion Roll,1,1,32,94,80,0,59,999,False,False,5000,150,False,False,0,1,0,0,0,0,0,0,False,False
23323,"Earth, Wind, and Water Orchestrion Roll",1,1,32,94,80,0,59,999,False,False,5000,150,False,False,0,1,0,0,0,0,0,0,False,False
23324,Black and White Orchestrion Roll,1,1,32,94,80,0,59,999,False,False,5000,150,False,False,0,1,0,0,0,0,0,0,False,False
23328,The Mystery of Giruvegan Orchestrion Roll,1,1,32,94,80,0,59,999,False,False,5000,150,False,False,0,1,0,0,0,0,0,0,False,False
23329,Apoplexy Orchestrion Roll,1,1,32,94,80,0,59,999,False,False,5000,150,False,False,0,1,0,0,0,0,0,0,False,False
23330,Flash of Steel Orchestrion Roll,1,1,32,94,80,0,59,999,False,False,5000,150,False,False,0,1,0,0,0,0,0,0,False,False
23331,Nightbloom Orchestrion Roll,1,1,32,94,80,0,59,999,False,False,5000,150,False,False,0,1,0,0,0,0,0,0,False,False
23332,Wayward Daughter Orchestrion Roll,1,1,32,94,80,0,59,999,False,False,5000,150,False,False,0,1,0,0,0,0,0,0,False,False
23336,Faded Copy of Under the Moonlight,1,1,12,94,80,0,59,999,False,False,7,1,False,False,0,1,0,0,0,0,0,0,False,False
23337,Faded Copy of Ambient Abyss,1,1,12,94,80,0,59,999,False,False,7,1,False,False,0,1,0,0,0,0,0,0,False,False
23342,Behemoth Pelt,1,1,16,52,51,0,44,999,False,False,3,1,False,False,0,1,0,0,0,0,0,0,False,False
23345,Lizard Tail,150,1,12,54,53,0,44,999,False,False,19,1,False,False,0,1,0,0,0,0,0,0,False,False
23346,Reishi Mushroom,150,1,12,45,44,0,44,999,False,False,19,1,False,False,0,1,0,0,0,0,0,0,False,False
23347,Pagos Spring Water,150,1,12,54,53,0,44,999,False,False,19,1,False,False,0,1,0,0,0,0,0,0,False,False
23348,Pagos Sage,150,1,12,45,44,0,44,999,False,False,19,1,False,False,0,1,0,0,0,0,0,0,False,False
23349,Potion of Harmony,150,1,7,44,43,0,6,999,False,False,146,3,True,False,0,1,0,0,0,0,0,0,False,False
23350,Pagos Bandana,1,1,4,34,31,3,5,1,False,False,94,1,False,True,13,1,1,1,0,0,1,0,False,True
23351,Pagos Shirt,1,1,4,35,33,4,5,1,False,False,156,1,False,True,13,1,1,1,0,0,1,0,False,True
23352,Pagos Field Dressing,1,1,4,37,36,5,5,1,False,False,94,1,False,True,13,1,1,1,0,0,1,0,False,True
23353,Pagos Gaskins,1,1,4,36,35,7,5,1,False,False,156,1,False,True,13,1,1,1,0,0,1,0,False,True
23354,Pagos Sandals,1,1,4,38,37,8,5,1,False,False,94,1,False,True,12,1,1,1,0,0,1,0,False,True
23355,Pagos Circlet,1,1,4,34,31,3,5,1,False,False,94,1,False,True,11,1,1,1,0,0,1,0,False,True
23356,Pagos Bolero,1,1,4,35,33,4,5,1,False,False,156,1,False,True,13,1,1,1,0,0,1,0,False,True
23357,Pagos Gloves,1,1,4,37,36,5,5,1,False,False,94,1,False,True,12,1,1,1,0,0,1,0,False,True
23358,Pagos Culottes,1,1,4,36,35,7,5,1,False,False,156,1,False,True,13,1,1,1,0,0,1,0,False,True
23359,Pagos Boots,1,1,4,38,37,8,5,1,False,False,94,1,False,True,12,1,1,1,0,0,1,0,False,True
23366,Ballroom Etiquette - Insufficient Petticoats,1,1,16,61,90,0,59,999,False,False,19,1,False,False,0,1,0,0,0,0,0,0,False,False
23369,Modern Aesthetics - Gyr Abanian Plait,1,1,16,61,90,0,59,999,False,False,19,1,False,False,0,1,0,0,0,0,0,0,False,False
23373,Quaintrelle's Hat,1,1,4,34,31,3,5,1,False,False,94,1,True,True,13,1,1,1,0,0,1,0,False,True
23374,Quaintrelle's Dress Shoes,1,1,4,38,37,8,5,1,False,False,94,1,True,True,12,1,1,1,0,0,1,0,False,True
23375,Cloth Cointe Quaint,1,1,12,51,50,0,16,999,False,False,3,1,False,False,0,1,0,0,0,0,0,0,False,False
23376,Leather Cointe Quaint,1,1,12,52,51,0,16,999,False,False,3,1,False,False,0,1,0,0,0,0,0,0,False,False
23377,Boutique Batiste,1,1,12,51,50,0,16,999,False,False,3,1,False,False,0,1,0,0,0,0,0,0,False,False
23378,Boutique Boarded Leather,1,1,12,52,51,0,16,999,False,False,3,1,False,False,0,1,0,0,0,0,0,0,False,False
23768,Rakshasa Blade,380,2,1,2,10,1,5,1,False,False,71640,414,True,True,9,70,1,38,0,0,3,2,False,True
23769,Rakshasa Knuckles,380,2,1,1,9,13,5,1,False,False,107460,621,True,True,9,70,1,41,0,0,5,2,False,True
23770,Rakshasa Axe,380,2,1,3,11,13,5,1,False,False,107460,621,True,True,9,70,1,44,0,0,3,2,False,True
23771,Rakshasa Lance,380,2,1,5,13,13,5,1,False,False,107460,621,True,True,9,70,1,47,0,0,4,2,False,True
23772,Rakshasa Greatbow,380,2,1,4,12,13,5,1,False,False,107460,621,True,True,8,70,1,50,0,0,6,2,False,True
23773,Rakshasa Daggers,380,2,1,84,73,13,5,1,False,False,107460,621,True,True,9,70,1,93,0,0,6,2,False,True
23774,Rakshasa Odachi,380,2,1,87,76,13,5,1,False,False,107460,621,True,True,9,70,1,98,0,0,3,2,False,True
23775,Rakshasa Revolver,380,2,1,88,77,13,5,1,False,False,107460,621,True,True,9,70,1,96,0,0,6,2,False,True
23776,Rakshasa Cane,380,2,2,9,15,13,5,1,False,False,107460,621,True,True,8,70,1,53,0,0,9,2,False,True
23777,Rakshasa Rod,380,2,2,7,14,13,5,1,False,False,107460,621,True,True,11,70,1,55,0,0,8,2,False,True
23778,Rakshasa Grimoire,380,2,2,10,16,13,5,1,False,False,107460,621,True,True,14,70,1,69,0,0,8,2,False,True
23779,Rakshasa Codex,380,2,2,98,85,13,5,1,False,False,107460,621,True,True,14,70,1,29,0,0,9,2,False,True
23780,Rakshasa Ephemeris,380,2,2,89,78,13,5,1,False,False,107460,621,True,True,11,70,1,99,0,0,9,2,False,True
23781,Rakshasa Katana,380,2,1,96,83,13,5,1,False,False,107460,621,True,True,9,70,1,111,0,0,5,2,False,True
23782,Rakshasa Rapier,380,2,2,97,84,13,5,1,False,False,107460,621,True,True,11,70,1,112,0,0,8,2,False,True
23783,Rakshasa Greatshield,380,2,3,11,17,2,5,1,False,False,35820,207,True,True,10,70,1,38,0,0,3,0,False,True
23784,Rakshasa Mask of Fending,380,2,4,34,31,3,5,1,False,False,59103,342,True,True,10,70,1,59,0,0,3,2,False,True
23785,Rakshasa Kasaya of Fending,380,2,4,35,33,4,5,1,False,False,98505,569,True,True,13,70,1,59,0,0,3,2,False,True
23786,Rakshasa Kote of Fending,380,2,4,37,36,5,5,1,False,False,59103,342,True,True,10,70,1,59,0,0,3,2,False,True
23787,Rakshasa Tsutsu-hakama of Fending,380,2,4,36,35,7,5,1,False,False,98505,569,True,True,13,70,1,59,0,0,3,2,False,True
23788,Rakshasa Sune-ate of Fending,380,2,4,38,37,8,5,1,False,False,59103,342,True,True,10,70,1,59,0,0,3,2,False,True
23790,Rakshasa Mask of Maiming,380,2,4,34,31,3,5,1,False,False,59103,342,True,True,10,70,1,76,0,0,4,2,False,True
23791,Rakshasa Kasaya of Maiming,380,2,4,35,33,4,5,1,False,False,98505,569,True,True,13,70,1,76,0,0,4,2,False,True
23792,Rakshasa Kote of Maiming,380,2,4,37,36,5,5,1,False,False,59103,342,True,True,10,70,1,76,0,0,4,2,False,True
23793,Rakshasa Tsutsu-hakama of Maiming,380,2,4,36,35,7,5,1,False,False,98505,569,True,True,13,70,1,76,0,0,4,2,False,True
23794,Rakshasa Sune-ate of Maiming,380,2,4,38,37,8,5,1,False,False,59103,342,True,True,10,70,1,76,0,0,4,2,False,True
23796,Rakshasa Gantai of Striking,380,2,4,34,31,3,5,1,False,False,59103,342,True,True,11,70,1,65,0,0,5,2,False,True
23797,Rakshasa Haori of Striking,380,2,4,35,33,4,5,1,False,False,98505,569,True,True,13,70,1,65,0,0,5,2,False,True
23798,Rakshasa Tekko of Striking,380,2,4,37,36,5,5,1,False,False,59103,342,True,True,12,70,1,65,0,0,5,2,False,True
23799,Rakshasa Hakama of Striking,380,2,4,36,35,7,5,1,False,False,98505,569,True,True,13,70,1,65,0,0,5,2,False,True
23800,Rakshasa Zori of Striking,380,2,4,38,37,8,5,1,False,False,59103,342,True,True,12,70,1,65,0,0,5,2,False,True
23802,Rakshasa Gantai of Aiming,380,2,4,34,31,3,5,1,False,False,59103,342,True,True,11,70,1,66,0,0,6,2,False,True
23803,Rakshasa Haori of Aiming,380,2,4,35,33,4,5,1,False,False,98505,569,True,True,13,70,1,66,0,0,6,2,False,True
23804,Rakshasa Tekko of Aiming,380,2,4,37,36,5,5,1,False,False,59103,342,True,True,12,70,1,66,0,0,6,2,False,True
23805,Rakshasa Hakama of Aiming,380,2,4,36,35,7,5,1,False,False,98505,569,True,True,13,70,1,66,0,0,6,2,False,True
23806,Rakshasa Zori of Aiming,380,2,4,38,37,8,5,1,False,False,59103,342,True,True,12,70,1,66,0,0,6,2,False,True
23808,Rakshasa Gantai of Scouting,380,2,4,34,31,3,5,1,False,False,59103,342,True,True,11,70,1,103,0,0,6,2,False,True
23809,Rakshasa Haori of Scouting,380,2,4,35,33,4,5,1,False,False,98505,569,True,True,13,70,1,103,0,0,6,2,False,True
23810,Rakshasa Tekko of Scouting,380,2,4,37,36,5,5,1,False,False,59103,342,True,True,12,70,1,103,0,0,6,2,False,True
23811,Rakshasa Hakama of Scouting,380,2,4,36,35,7,5,1,False,False,98505,569,True,True,13,70,1,103,0,0,6,2,False,True
23812,Rakshasa Zori of Scouting,380,2,4,38,37,8,5,1,False,False,59103,342,True,True,12,70,1,103,0,0,6,2,False,True
23814,Rakshasa Kanmuri of Healing,380,2,4,34,31,3,5,1,False,False,59103,342,True,True,11,70,1,64,0,0,9,2,False,True
23815,Rakshasa Dogi of Healing,380,2,4,35,33,4,5,1,False,False,98505,569,True,True,13,70,1,64,0,0,9,2,False,True
23816,Rakshasa Tekko of Healing,380,2,4,37,36,5,5,1,False,False,59103,342,True,True,12,70,1,64,0,0,9,2,False,True
23817,Rakshasa Tsutsu-hakama of Healing,380,2,4,36,35,7,5,1,False,False,98505,569,True,True,13,70,1,64,0,0,9,2,False,True
23818,Rakshasa Zori of Healing,380,2,4,38,37,8,5,1,False,False,59103,342,True,True,12,70,1,64,0,0,9,2,False,True
23820,Rakshasa Kanmuri of Casting,380,2,4,34,31,3,5,1,False,False,59103,342,True,True,11,70,1,63,0,0,8,2,False,True
23821,Rakshasa Dogi of Casting,380,2,4,35,33,4,5,1,False,False,98505,569,True,True,13,70,1,63,0,0,8,2,False,True
23822,Rakshasa Tekko of Casting,380,2,4,37,36,5,5,1,False,False,59103,342,True,True,12,70,1,63,0,0,8,2,False,True
23823,Rakshasa Tsutsu-hakama of Casting,380,2,4,36,35,7,5,1,False,False,98505,569,True,True,13,70,1,63,0,0,8,2,False,True
23824,Rakshasa Zori of Casting,380,2,4,38,37,8,5,1,False,False,59103,342,True,True,12,70,1,63,0,0,8,2,False,True
23826,Rakshasa Earring of Fending,380,2,4,41,40,9,5,1,False,False,44775,259,True,False,11,70,1,59,0,0,3,1,False,True
23827,Rakshasa Earring of Slaying,380,2,4,41,40,9,5,1,False,False,44775,259,True,False,11,70,1,84,0,0,4,1,False,True
23828,Rakshasa Earring of Aiming,380,2,4,41,40,9,5,1,False,False,44775,259,True,False,11,70,1,105,0,0,6,1,False,True
23829,Rakshasa Earring of Healing,380,2,4,41,40,9,5,1,False,False,44775,259,True,False,11,70,1,64,0,0,9,1,False,True
23830,Rakshasa Earring of Casting,380,2,4,41,40,9,5,1,False,False,44775,259,True,False,11,70,1,63,0,0,8,1,False,True
23831,Rakshasa Necklace of Fending,380,2,4,40,39,10,5,1,False,False,44775,259,True,False,8,70,1,59,0,0,3,1,False,True
23832,Rakshasa Necklace of Slaying,380,2,4,40,39,10,5,1,False,False,44775,259,True,False,8,70,1,84,0,0,4,1,False,True
23833,Rakshasa Necklace of Aiming,380,2,4,40,39,10,5,1,False,False,44775,259,True,False,8,70,1,105,0,0,6,1,False,True
23834,Rakshasa Necklace of Healing,380,2,4,40,39,10,5,1,False,False,44775,259,True,False,8,70,1,64,0,0,9,1,False,True
23835,Rakshasa Necklace of Casting,380,2,4,40,39,10,5,1,False,False,44775,259,True,False,8,70,1,63,0,0,8,1,False,True
23836,Rakshasa Bracelet of Fending,380,2,4,42,41,11,5,1,False,False,44775,259,True,False,8,70,1,59,0,0,3,1,False,True
23837,Rakshasa Bracelet of Slaying,380,2,4,42,41,11,5,1,False,False,44775,259,True,False,8,70,1,84,0,0,4,1,False,True
23838,Rakshasa Bracelet of Aiming,380,2,4,42,41,11,5,1,False,False,44775,259,True,False,8,70,1,105,0,0,6,1,False,True
23839,Rakshasa Bracelet of Healing,380,2,4,42,41,11,5,1,False,False,44775,259,True,False,8,70,1,64,0,0,9,1,False,True
23840,Rakshasa Bracelet of Casting,380,2,4,42,41,11,5,1,False,False,44775,259,True,False,8,70,1,63,0,0,8,1,False,True
23841,Rakshasa Ring of Fending,380,2,4,43,42,12,5,1,False,False,44775,259,True,False,11,70,1,59,0,0,3,1,False,True
23842,Rakshasa Ring of Slaying,380,2,4,43,42,12,5,1,False,False,44775,259,True,False,11,70,1,84,0,0,4,1,False,True
23843,Rakshasa Ring of Aiming,380,2,4,43,42,12,5,1,False,False,44775,259,True,False,11,70,1,105,0,0,6,1,False,True
23844,Rakshasa Ring of Healing,380,2,4,43,42,12,5,1,False,False,44775,259,True,False,11,70,1,64,0,0,9,1,False,True
23845,Rakshasa Ring of Casting,380,2,4,43,42,12,5,1,False,False,44775,259,True,False,11,70,1,63,0,0,8,1,False,True
23846,Mannequin,1,1,14,57,56,0,50,1,False,False,10000,300,False,False,0,1,0,0,0,0,0,0,False,False
23847,Ornate Rakshasa Kasaya of Fending,380,2,4,35,33,4,5,1,False,False,2,0,True,True,13,70,1,59,0,0,3,5,False,True
23848,Ornate Rakshasa Kasaya of Maiming,380,2,4,35,33,4,5,1,False,False,2,0,True,True,13,70,1,76,0,0,4,5,False,True
23849,Ornate Rakshasa Haori of Striking,380,2,4,35,33,4,5,1,False,False,2,0,True,True,13,70,1,65,0,0,5,5,False,True
23850,Ornate Rakshasa Haori of Aiming,380,2,4,35,33,4,5,1,False,False,2,0,True,True,13,70,1,66,0,0,6,5,False,True
23851,Ornate Rakshasa Haori of Scouting,380,2,4,35,33,4,5,1,False,False,2,0,True,True,13,70,1,103,0,0,6,5,False,True
23852,Ornate Rakshasa Dogi of Healing,380,2,4,35,33,4,5,1,False,False,2,0,True,True,13,70,1,64,0,0,9,5,False,True
23853,Ornate Rakshasa Dogi of Casting,380,2,4,35,33,4,5,1,False,False,2,0,True,True,13,70,1,63,0,0,8,5,False,True
23854,Magicked Prism (Hearts),1,1,16,85,0,0,61,999,False,False,19,0,False,False,0,1,0,0,0,0,0,0,False,False
23862,Pot of Cream Stew,32,1,14,78,70,0,50,1,False,False,22176,150,False,True,0,1,0,0,0,0,0,0,False,False
23863,Suzaku Wall Hanging,1,1,14,79,71,0,50,1,False,False,239,60,False,True,8,1,0,0,0,0,0,0,False,False
23874,Redoubtable Rolanberry Tart,43,1,14,78,70,0,50,1,False,False,22176,150,False,False,0,1,0,0,0,0,0,0,False,False
23875,Crystal Boule,1,1,14,78,70,0,50,1,False,False,5000,30,False,False,0,1,0,0,0,0,0,0,False,False
23876,Gridanian Bouquet,1,1,14,78,70,0,50,1,False,False,2000,30,False,True,0,1,0,0,0,0,0,0,False,False
23877,Imitation Shuttered Window,115,1,14,79,71,0,50,1,False,False,239,60,False,True,8,1,0,0,0,0,0,0,False,False
23878,Little Chef's Playset,1,1,14,78,70,0,50,1,False,False,3000,30,False,True,0,1,0,0,0,0,0,0,False,False
23879,Wooden Showcase,32,1,14,78,70,0,50,1,False,False,5000,30,False,True,8,1,0,0,0,0,0,0,False,False
23880,Unfinished Shawl,279,1,14,78,70,0,50,1,False,False,3000,30,False,True,13,1,0,0,0,0,0,0,False,False
23881,Adventuring Pack,1,1,14,78,70,0,50,1,False,False,5000,30,False,True,0,1,0,0,0,0,0,0,False,False
23882,Spice Rack,1,1,14,78,70,0,50,1,False,False,5000,30,False,True,0,1,0,0,0,0,0,0,False,False
23883,Bread Rack,210,1,14,57,56,0,50,1,False,False,5000,150,False,True,8,1,0,0,0,0,0,0,False,False
23884,Mahogany Bunk Bed,42,1,14,57,68,0,50,1,False,False,7000,90,False,True,8,1,0,0,0,0,0,0,False,False
23885,Handbasket,70,1,14,78,70,0,50,1,False,False,3000,30,False,True,8,1,0,0,0,0,0,0,False,False
23888,Glass Jars,1,1,14,78,70,0,50,1,False,False,3000,30,False,True,0,1,0,0,0,0,0,0,False,False
23889,Wooden Plates,1,1,14,78,70,0,50,1,False,False,3000,30,False,True,0,1,0,0,0,0,0,0,False,False
23890,Wooden Cups,1,1,14,78,70,0,50,1,False,False,3000,30,False,True,0,1,0,0,0,0,0,0,False,False
23891,Mounted Plate Rack,43,1,14,79,71,0,50,1,False,False,8800,90,False,True,8,1,0,0,0,0,0,0,False,False
23892,Verdant Partition,1,1,14,57,56,0,50,1,False,False,4000,90,False,False,0,1,0,0,0,0,0,0,False,False
23893,Bathroom Floor Tiles,43,1,14,80,72,0,50,1,False,False,1500,50,False,True,14,1,0,0,0,0,0,0,False,False
23894,Bathroom Wall Tiles,43,1,14,79,71,0,50,1,False,False,5000,60,False,True,14,1,0,0,0,0,0,0,False,False
23896,Sofa Cushions,148,1,14,78,70,0,50,1,False,False,3000,30,False,False,13,1,0,0,0,0,0,0,False,False
23897,Birdbath,1,1,14,76,67,0,50,1,False,False,15000,57,False,True,0,1,0,0,0,0,0,0,False,False
23898,Garden Gravel,1,1,14,76,67,0,50,1,False,False,57,57,False,True,0,1,0,0,0,0,0,0,False,False
23899,Brick Garden Circle,1,1,14,76,67,0,50,1,False,False,7000,57,False,False,0,1,0,0,0,0,0,0,False,False
23900,Carpeting,70,1,14,74,66,0,50,1,False,False,5000,150,False,False,13,1,0,0,0,0,0,0,False,False
23901,Divine Chandelier,1,1,14,75,66,0,50,1,False,False,15000,150,False,False,0,1,0,0,0,0,0,0,False,False
23902,Unfinished Interior Wall,55,1,14,73,66,0,50,1,False,False,5000,150,False,False,8,1,0,0,0,0,0,0,False,False
23903,Coelacanth-class Bow,145,1,36,103,79,0,53,1,False,False,5742,19,False,True,0,1,0,0,0,0,0,0,False,False
23904,Coelacanth-class Bridge,145,1,36,104,79,0,53,1,False,False,5742,19,False,True,0,1,0,0,0,0,0,0,False,False
23905,Coelacanth-class Pressure Hull,145,1,36,101,79,0,53,1,False,False,5742,19,False,True,0,1,0,0,0,0,0,0,False,False
23906,Coelacanth-class Stern,145,1,36,102,79,0,53,1,False,False,5742,19,False,True,0,1,0,0,0,0,0,0,False,False
23989,Scarlet Peacock,1,1,16,81,75,0,59,1,False,False,2400,60,False,False,0,1,0,0,0,0,0,0,False,False
23998,Mudpie,1,1,16,81,75,0,59,1,False,False,2400,60,False,False,0,1,0,0,0,0,0,0,False,False
24000,Wind-up Elvaan,1,1,16,81,75,0,59,1,False,False,2400,60,False,False,0,1,0,0,0,0,0,0,False,False
24001,Dhalmel Calf,1,1,16,81,75,0,59,1,False,False,2400,60,False,False,0,1,0,0,0,0,0,0,False,False
24002,Capybara Pup,1,1,16,81,75,0,59,1,False,False,2400,60,False,False,0,1,0,0,0,0,0,0,False,False
24003,Scarlet Tailfeather,385,1,12,51,50,0,18,999,False,False,1379,42,False,False,0,1,0,0,0,0,0,0,False,False
24004,Whisperfine Woolen Coat,1,1,4,35,33,4,5,1,False,False,156,1,True,True,13,1,1,1,0,0,1,0,False,True
24005,Whisperfine Woolen Shorts,1,1,4,36,35,7,5,1,False,False,156,1,True,True,13,1,1,1,0,0,1,0,False,True
24006,Whisperfine Woolen Boots,1,1,4,38,37,8,5,1,False,False,94,1,True,True,13,1,1,1,0,0,1,0,False,True
24007,Conceptual Logogram,1,1,16,63,60,0,44,999,False,False,19,1,False,False,0,1,0,0,0,0,0,0,False,False
24008,Fundamental Logogram,1,1,16,63,60,0,44,999,False,False,19,1,False,False,0,1,0,0,0,0,0,0,False,False
24009,Curative Logogram,1,1,16,63,60,0,44,999,False,False,19,1,False,False,0,1,0,0,0,0,0,0,False,False
24010,Offensive Logogram,1,1,16,63,60,0,44,999,False,False,19,1,False,False,0,1,0,0,0,0,0,0,False,False
24011,Protective Logogram,1,1,16,63,60,0,44,999,False,False,19,1,False,False,0,1,0,0,0,0,0,0,False,False
24012,Tactical Logogram,1,1,16,63,60,0,44,999,False,False,19,1,False,False,0,1,0,0,0,0,0,0,False,False
24013,Mitigative Logogram,1,1,16,63,60,0,44,999,False,False,19,1,False,False,0,1,0,0,0,0,0,0,False,False
24014,Inimical Logogram,1,1,16,63,60,0,44,999,False,False,19,1,False,False,0,1,0,0,0,0,0,0,False,False
24143,Suzaku Barding,1,1,16,63,90,0,51,1,False,False,19,1,False,False,0,1,0,0,0,0,0,0,False,False
24144,Samurai Barding,1,1,16,63,90,0,51,999,False,False,19,1,False,False,0,1,0,0,0,0,0,0,False,False
24165,Arum Bulbs,1,1,20,82,81,0,50,999,False,False,300,8,False,False,0,1,0,0,0,0,0,0,False,False
24166,Red Arums,1,1,12,61,60,0,16,999,False,False,152,4,False,False,0,1,0,0,0,0,0,0,False,False
24167,Blue Arums,1,1,12,61,60,0,16,999,False,False,152,4,False,False,0,1,0,0,0,0,0,0,False,False
24168,Yellow Arums,1,1,12,61,60,0,16,999,False,False,152,4,False,False,0,1,0,0,0,0,0,0,False,False
24169,Green Arums,1,1,12,61,60,0,16,999,False,False,152,4,False,False,0,1,0,0,0,0,0,0,False,False
24170,Orange Arums,1,1,12,61,60,0,16,999,False,False,152,4,False,False,0,1,0,0,0,0,0,0,False,False
24171,Purple Arums,1,1,12,61,60,0,16,999,False,False,152,4,False,False,0,1,0,0,0,0,0,0,False,False
24172,White Arums,1,1,12,61,60,0,16,999,False,False,152,4,False,False,0,1,0,0,0,0,0,0,False,False
24173,Black Arums,1,1,12,61,60,0,16,999,False,False,152,4,False,False,0,1,0,0,0,0,0,0,False,False
24174,Rainbow Arums,1,1,12,61,60,0,16,999,False,False,152,4,False,False,0,1,0,0,0,0,0,0,False,False
24175,Red Arum Corsage,1,1,4,34,31,3,5,1,False,False,37,1,True,False,14,1,1,1,0,0,1,0,False,True
