#,Name,Level{Item},Rarity,FilterGroup,ItemUICategory,ItemSearchCategory,EquipSlotCategory,ItemSortCategory,StackSize,IsUnique,IsUntradable,Price{Mid},Price{Low},CanBeHq,IsDyeable,ClassJob{Repair},Level{Equip},EquipRestriction,ClassJobCategory,GrandCompany,ItemSeries,Model{Main},Model{Sub},ClassJob{Use},MaterializeType,MateriaSlotCount,IsPvP,IsGlamourous
17582,Thunderscale,230,2,16,47,46,0,14,999,False,False,3000,82,False,False,15,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
17583,Riddle,240,2,16,47,46,0,14,999,False,False,3000,86,False,False,15,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
17584,The Lord of Lords,230,2,16,47,46,0,14,999,False,False,3000,82,False,False,15,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
17585,The Speaker,240,2,16,47,46,0,14,999,False,False,3000,86,False,False,15,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
17586,Thousand Fin,230,2,16,47,46,0,14,999,False,False,3000,82,False,False,15,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
17587,Bloodchaser,250,2,16,47,46,0,14,999,False,False,3000,90,False,False,15,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
17588,Problematicus,250,2,16,47,46,0,14,999,False,False,3000,90,False,False,15,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
17589,Opabinia,250,2,16,47,46,0,14,999,False,False,3000,90,False,False,15,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
17590,Armor Fish,250,2,16,47,46,0,14,999,False,False,3000,90,False,False,15,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
17591,Sea Butterfly,250,2,16,47,46,0,14,999,False,False,3000,90,False,False,15,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
17592,Charibenet,250,2,16,47,46,0,14,999,False,False,3000,90,False,False,15,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
17593,Raimdellopterus,250,2,16,47,46,0,14,999,False,False,3000,90,False,False,15,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
17594,Peteinosaur,220,1,12,47,46,0,13,999,False,False,3000,6,False,False,15,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
17595,Mhachi Shilling,1,1,16,61,0,0,63,999,False,True,2,1,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
17619,The Kiss Orchestrion Roll,1,1,32,94,0,0,59,1,True,True,5000,0,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
17620,Flibbertigibbet Orchestrion Roll,1,1,32,94,0,0,59,1,True,True,5000,0,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
17621,Piece of Mind Orchestrion Roll,1,1,32,94,0,0,59,1,True,True,5000,0,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
17622,Frontiers Within Orchestrion Roll,1,1,32,94,80,0,59,999,False,False,5000,150,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
17623,Fleeting Rays Orchestrion Roll,1,1,32,94,80,0,59,999,False,False,5000,150,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
17624,Saltswept Orchestrion Roll,1,1,32,94,80,0,59,999,False,False,5000,150,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
17625,Thicker than a Knife's Blade Orchestrion Roll,1,1,32,94,80,0,59,999,False,False,5000,150,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
17626,Jewel Orchestrion Roll,1,1,32,94,80,0,59,999,False,False,5000,150,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
17627,He Who Continues the Attack Orchestrion Roll,1,1,32,94,0,0,59,1,True,True,5000,0,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
17628,Imperial Will Orchestrion Roll,1,1,32,94,0,0,59,1,True,True,5000,0,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
17629,Steel Reason Orchestrion Roll,1,1,32,94,0,0,59,1,True,True,5000,0,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
17630,Canticle Orchestrion Roll,1,1,32,94,80,0,59,999,False,False,5000,150,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
17631,Forever Lost Orchestrion Roll,1,1,32,94,0,0,59,1,True,True,5000,0,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
17632,Breaking Boundaries Orchestrion Roll,1,1,32,94,80,0,59,999,False,False,5000,150,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
17633,Hallowed Halls Orchestrion Roll,1,1,32,94,80,0,59,999,False,False,5000,150,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
17634,Quicksand Orchestrion Roll,1,1,32,94,0,0,59,1,True,True,5000,0,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
17635,Another Brick Orchestrion Roll,1,1,32,94,0,0,59,1,True,True,5000,0,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
17636,The Corpse Hall Orchestrion Roll,1,1,32,94,80,0,59,999,False,False,5000,150,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
17637,Limitless Blue Orchestrion Roll,1,1,32,94,80,0,59,999,False,False,5000,150,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
17638,Woe that Is Madness Orchestrion Roll,1,1,32,94,80,0,59,999,False,False,5000,150,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
17639,The Hand that Gives the Rose Orchestrion Roll,1,1,32,94,80,0,59,999,False,False,5000,150,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
17640,Unbending Steel Orchestrion Roll,1,1,32,94,80,0,59,999,False,False,5000,150,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
17641,Infinity Orchestrion Roll,1,1,32,94,80,0,59,999,False,False,5000,150,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
17642,Tempest Orchestrion Roll,1,1,32,94,0,0,59,1,True,True,5000,0,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
17643,Spiral Orchestrion Roll,1,1,32,94,0,0,59,1,True,True,5000,0,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
17644,Moebius Orchestrion Roll,1,1,32,94,80,0,59,999,False,False,5000,150,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
17645,Aetherosphere Orchestrion Roll,1,1,32,94,80,0,59,999,False,False,5000,150,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
17646,Six Fulms Under Orchestrion Roll,1,1,32,94,80,0,59,999,False,False,5000,150,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
17647,Teardrops in the Rain Orchestrion Roll,1,1,32,94,80,0,59,999,False,False,5000,150,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
17648,A Thousand Faces Orchestrion Roll,1,1,32,94,80,0,59,999,False,False,5000,150,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
17649,Promises Orchestrion Roll,1,1,32,94,0,0,59,1,True,True,5000,0,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
17650,Shadow of the Body Orchestrion Roll,1,1,32,94,0,0,59,1,True,True,5000,0,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
17651,Faded Copy of The Corpse Hall,1,1,12,94,80,0,59,999,False,False,7,1,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
17652,Faded Copy of Limitless Blue,1,1,12,94,80,0,59,999,False,False,7,1,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
17653,Faded Copy of Woe That Is Madness,1,1,12,94,80,0,59,999,False,False,7,1,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
17654,Faded Copy of The Hand That Gives the Rose,1,1,12,94,80,0,59,999,False,False,7,1,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
17655,Faded Copy of Unbending Steel,1,1,12,94,80,0,59,999,False,False,7,1,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
17656,Faded Copy of Infinity,1,1,12,94,80,0,59,999,False,False,7,1,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
17657,Season Three Lone Wolf Voucher A,1,1,16,61,0,0,55,1,True,True,2,0,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
17658,Season Three Lone Wolf Voucher B,1,1,16,61,0,0,55,1,True,True,2,0,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
17659,Season Three Lone Wolf Voucher C,1,1,16,61,0,0,55,1,True,True,2,0,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
17660,Season Three Pack Wolf Voucher A,1,1,16,61,0,0,55,1,True,True,2,0,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
17661,Season Three Pack Wolf Voucher B,1,1,16,61,0,0,55,1,True,True,2,0,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
17662,Season Three Pack Wolf Voucher C,1,1,16,61,0,0,55,1,True,True,2,0,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
17665,Season Four Lone Wolf Voucher A,1,1,16,61,0,0,55,1,True,True,2,0,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
17666,Season Four Lone Wolf Voucher B,1,1,16,61,0,0,55,1,True,True,2,0,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
17667,Season Four Lone Wolf Voucher C,1,1,16,61,0,0,55,1,True,True,2,0,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
17668,Season Four Pack Wolf Voucher A,1,1,16,61,0,0,55,1,True,True,2,0,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
17669,Season Four Pack Wolf Voucher B,1,1,16,61,0,0,55,1,True,True,2,0,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
17670,Season Four Pack Wolf Voucher C,1,1,16,61,0,0,55,1,True,True,2,0,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
17675,Lone Faehound Whistle,1,1,16,63,0,0,59,1,True,True,2,0,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
17676,Pack Faehound Whistle,1,1,16,63,0,0,59,1,True,True,2,0,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
17677,Season Four Lone Wolf Trophy,1,1,14,78,0,0,50,1,False,True,2,0,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
17678,Season Four Pack Wolf Trophy,1,1,14,78,0,0,50,1,False,True,2,0,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
17680,Lava Scorpion Card,1,1,27,86,0,0,59,999,False,True,2,0,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
17681,Magitek Predator Card,1,1,27,86,0,0,59,999,False,True,2,0,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
17682,Magitek Sky Armor Card,1,1,27,86,0,0,59,999,False,True,2,0,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
17683,The Griffin Card,1,1,27,86,0,0,59,999,False,True,2,0,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
17684,Roland Card,1,1,27,86,0,0,59,999,False,True,2,0,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
17685,Diabolos Hollow Card,1,1,27,86,0,0,59,999,False,True,2,0,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
17686,Armored Weapon Card,1,1,27,86,0,0,59,999,False,True,2,0,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
17687,Gigi Card,1,1,27,86,0,0,59,999,False,True,2,0,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
17688,Zurvan Card,1,1,27,86,0,0,59,999,False,True,2,0,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
17689,Crownbrush,148,1,16,45,44,0,16,999,False,False,527,2,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
17690,Bronze Tournament of Champions Card,1,1,19,61,0,0,56,999,False,True,2,0,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
17691,Silver Tournament of Champions Card,1,1,19,61,0,0,56,999,False,True,2,0,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
17692,Gold Tournament of Champions Card,1,1,19,61,0,0,56,999,False,True,2,0,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
17693,Bronze Spinner's Pull Card,1,1,19,61,0,0,56,999,False,True,2,0,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
17694,Silver Spinner's Pull Card,1,1,19,61,0,0,56,999,False,True,2,0,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
17695,Gold Spinner's Pull Card,1,1,19,61,0,0,56,999,False,True,2,0,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
17696,Bronze Durai Memorial Card,1,1,19,61,0,0,56,999,False,True,2,0,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
17697,Silver Durai Memorial Card,1,1,19,61,0,0,56,999,False,True,2,0,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
17698,Gold Durai Memorial Card,1,1,19,61,0,0,56,999,False,True,2,0,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
17699,Bronze Rowena Cup Classic Card,1,1,19,61,0,0,56,999,False,True,2,0,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
17700,Silver Rowena Cup Classic Card,1,1,19,61,0,0,56,999,False,True,2,0,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
17701,Gold Rowena Cup Classic Card,1,1,19,61,0,0,56,999,False,True,2,0,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
17702,Imperial Triad Card,1,1,19,61,0,0,56,999,False,True,2,0,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
17705,Radiance,1,1,1,2,0,1,5,1,False,True,2,0,False,False,9,1,1,38,0,0,"201, 55, 3, 0","0, 0, 0, 0",1,3,0,False,True
17706,Ultimum,1,1,1,2,0,1,5,1,False,True,2,0,False,False,9,1,1,38,0,0,"201, 57, 3, 0","0, 0, 0, 0",1,3,0,False,True
17707,Greycloud,1,1,1,3,0,13,5,1,False,True,2,0,False,False,9,1,1,44,0,0,"401, 21, 3, 0","0, 0, 0, 0",3,3,0,False,True
17708,Bloody Anne,1,1,1,3,0,13,5,1,False,True,2,0,False,False,9,1,1,44,0,0,"401, 48, 1, 0","0, 0, 0, 0",3,3,0,False,True
17709,Stampede,1,1,1,3,0,13,5,1,False,True,2,0,False,False,9,1,1,44,0,0,"404, 1, 4, 0","0, 0, 0, 0",3,3,0,False,True
17710,Winter,1,1,1,5,0,13,5,1,False,True,2,0,False,False,8,1,1,47,0,0,"501, 5, 7, 0","0, 0, 0, 0",4,4,0,False,True
17711,Hordebane,1,1,1,5,0,13,5,1,False,True,2,0,False,False,9,1,1,47,0,0,"501, 9, 2, 0","0, 0, 0, 0",4,4,0,False,True
17712,The Destroyer's Stead,1,1,1,5,0,13,5,1,False,True,2,0,False,False,9,1,1,47,0,0,"501, 20, 3, 0","0, 0, 0, 0",4,4,0,False,True
17713,Imagination,1,1,2,9,0,13,5,1,False,True,2,0,False,False,11,1,1,53,0,0,"801, 22, 3, 0","0, 0, 0, 0",6,9,0,False,True
17714,Worm of the Dell,1,1,2,9,0,13,5,1,False,True,2,0,False,False,8,1,1,53,0,0,"801, 36, 2, 0","0, 0, 0, 0",6,9,0,False,True
17715,Widowbreaker,1,1,2,7,0,13,5,1,False,True,2,0,False,False,11,1,1,55,0,0,"1001, 14, 3, 0","0, 0, 0, 0",7,8,0,False,True
17716,Shattered Heart,1,1,1,87,0,13,5,1,False,True,2,0,False,False,9,1,1,98,0,0,"1501, 35, 2, 0","0, 0, 0, 0",32,3,0,False,True
17723,Near Eastern Antique Component Materials,142,1,12,61,60,0,31,999,False,False,100,2,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
17724,Coerthan Souvenir Component Materials,145,1,12,61,60,0,31,999,False,False,125,2,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
17725,Maelstrom Materiel Component Materials,148,1,12,61,60,0,31,999,False,False,150,2,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
17727,Heartfelt Gift Component,150,1,12,61,0,0,31,999,False,True,350,2,True,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
17728,Orphanage Donation Component,160,1,12,61,0,0,31,999,False,True,400,2,True,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
17729,Heartfelt Gift Component Materials,150,1,12,61,60,0,31,999,False,False,175,2,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
17730,Orphanage Donation Component Materials,160,1,12,61,60,0,31,999,False,False,200,2,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
17731,Hingan Cottage Permit (Mokuzo),1,1,14,64,65,0,50,1,False,False,450000,9000,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
17732,Hingan Cottage Permit (Nanpu),1,1,14,64,65,0,50,1,False,False,450000,9000,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
17733,Hingan Cottage Permit (Kura-zukuri),1,1,14,64,65,0,50,1,False,False,450000,9000,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
17734,Hingan House Permit (Mokuzo),1,1,14,64,65,0,50,1,False,False,1000000,19800,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
17735,Hingan House Permit (Nanpu),1,1,14,64,65,0,50,1,False,False,1000000,19800,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
17736,Hingan House Permit (Kura-zukuri),1,1,14,64,65,0,50,1,False,False,1000000,19800,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
17737,Hingan Mansion Permit (Mokuzo),1,1,14,64,65,0,50,1,False,False,3000000,60000,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
17738,Hingan Mansion Permit (Nanpu),1,1,14,64,65,0,50,1,False,False,3000000,60000,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
17739,Hingan Mansion Permit (Kura-zukuri),1,1,14,64,65,0,50,1,False,False,3000000,60000,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
17740,Soul of the Red Mage,30,1,31,62,0,17,5,1,True,True,440,0,False,False,0,30,1,112,0,0,"0, 0, 0, 0","0, 0, 0, 0",35,0,0,False,False
17741,Soul of the Samurai,30,1,31,62,0,17,5,1,True,True,440,0,False,False,0,30,1,111,0,0,"0, 0, 0, 0","0, 0, 0, 0",34,0,0,False,False
17833,Yellow Crafters' Scrip,1,1,29,100,0,0,3,4000,False,False,2,0,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
17834,Yellow Gatherers' Scrip,1,1,29,100,0,0,3,4000,False,False,2,0,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
17835,Timeworn Gaganaskin Map,40,1,18,61,60,0,60,1,True,False,1350,21,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
17836,Timeworn Gazelleskin Map,40,1,18,61,60,0,60,1,True,False,1350,21,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
17837,Grade 7 Dark Matter,1,1,16,60,59,0,10,999,False,False,200,5,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
17838,Tome of Geological Folklore - Gyr Abania,1,1,30,63,0,0,59,1,True,True,2,0,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
17839,Tome of Geological Folklore - Othard,1,1,30,63,0,0,59,1,True,True,2,0,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
17840,Tome of Botanical Folklore - Gyr Abania,1,1,30,63,0,0,59,1,True,True,2,0,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
17841,Tome of Botanical Folklore - Othard,1,1,30,63,0,0,59,1,True,True,2,0,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
17842,Tome of Ichthyological Folklore - Gyr Abania,1,1,30,63,0,0,59,1,True,True,2,0,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
17843,Tome of Ichthyological Folklore - Othard,1,1,30,63,0,0,59,1,True,True,2,0,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
17844,Hyper Rainbow Z Orchestrion Roll,1,1,32,94,0,0,59,1,True,True,5000,0,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
17845,Answers - Reprise Orchestrion Roll,1,1,32,94,0,0,59,1,True,True,5000,0,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
17846,Stormblood Orchestrion Roll,1,1,32,94,0,0,59,1,True,True,5000,0,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
17847,Ambient Waves Orchestrion Roll,1,1,32,94,80,0,59,999,False,False,5000,150,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
17848,Ambient Birdsong Orchestrion Roll,1,1,32,94,80,0,59,999,False,False,5000,150,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
17849,Ambient Rainfall Orchestrion Roll,1,1,32,94,80,0,59,999,False,False,5000,150,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
17850,Ambient Cricketsong Orchestrion Roll,1,1,32,94,80,0,59,999,False,False,5000,150,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
17851,Poison Ivy Orchestrion Roll,1,1,32,94,80,0,59,999,False,False,5000,150,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
17852,Bibliophobia Orchestrion Roll,1,1,32,94,80,0,59,999,False,False,5000,150,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
17853,Revelation Orchestrion Roll,1,1,32,94,80,0,59,999,False,False,5000,150,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
17854,Beauty's Wicked Wiles Orchestrion Roll,1,1,32,94,80,0,59,999,False,False,5000,150,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
17855,Skylords Orchestrion Roll,1,1,32,94,80,0,59,999,False,False,5000,150,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
17856,The Silent Regard of Stars Orchestrion Roll,1,1,32,94,80,0,59,999,False,False,5000,150,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
17857,Beyond the Wall Orchestrion Roll,1,1,32,94,80,0,59,999,False,False,5000,150,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
17858,Liquid Flame Orchestrion Roll,1,1,32,94,80,0,59,999,False,False,5000,150,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
17859,Drowning in the Horizon Orchestrion Roll,1,1,32,94,80,0,59,999,False,False,5000,150,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
17860,The Edge Orchestrion Roll,1,1,32,94,80,0,59,999,False,False,5000,150,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
17861,Navigator's Glory - The Theme of Limsa Lominsa Orchestrion Roll,1,1,32,94,80,0,59,999,False,False,5000,150,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
17862,Born of the Boughs - The Theme of Gridania Orchestrion Roll,1,1,32,94,80,0,59,999,False,False,5000,150,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
